event_definition,coding_system,code,code_name,concept,concept_name,tags,system,event_abbreviation,type,code_original
Malignant tumor,SNOMEDCT_US,94494004,Secondary malignant neoplasm of popliteal lymph nodes (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94494004
Malignant tumor,SNOMEDCT_US,94495003,Secondary malignant neoplasm of postcricoid region (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94495003
Malignant tumor,SNOMEDCT_US,94496002,Secondary malignant neoplasm of posterior hypopharyngeal wall (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94496002
Malignant tumor,SNOMEDCT_US,94497006,Secondary malignant neoplasm of posterior mediastinum (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94497006
Malignant tumor,SNOMEDCT_US,94498001,Secondary malignant neoplasm of posterior wall of nasopharynx (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94498001
Malignant tumor,SNOMEDCT_US,94499009,Secondary malignant neoplasm of posterior wall of oropharynx (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94499009
Malignant tumor,SNOMEDCT_US,94500000,Secondary malignant neoplasm of posterior wall of urinary bladder (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94500000
Malignant tumor,SNOMEDCT_US,94501001,Secondary malignant neoplasm of preauricular lymph nodes (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94501001
Malignant tumor,SNOMEDCT_US,94502008,Secondary malignant neoplasm of presacral region (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94502008
Malignant tumor,SNOMEDCT_US,94503003,Secondary malignant neoplasm of prostate (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94503003
Malignant tumor,SNOMEDCT_US,94504009,Secondary malignant neoplasm of pubis (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94504009
Malignant tumor,SNOMEDCT_US,94505005,Secondary malignant neoplasm of pyloric antrum (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94505005
Malignant tumor,SNOMEDCT_US,94506006,Secondary malignant neoplasm of pylorus (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94506006
Malignant tumor,SNOMEDCT_US,94507002,Secondary malignant neoplasm of pyriform sinus (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94507002
Malignant tumor,SNOMEDCT_US,94508007,Secondary malignant neoplasm of radius (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94508007
Malignant tumor,SNOMEDCT_US,94509004,Secondary malignant neoplasm of rectosigmoid junction (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94509004
Malignant tumor,SNOMEDCT_US,94510009,Secondary malignant neoplasm of rectouterine pouch (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94510009
Malignant tumor,SNOMEDCT_US,94511008,Secondary malignant neoplasm of rectovaginal septum (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94511008
Malignant tumor,SNOMEDCT_US,94512001,Secondary malignant neoplasm of rectovesical septum (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94512001
Malignant tumor,SNOMEDCT_US,94513006,Secondary malignant neoplasm of rectum (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94513006
Malignant tumor,SNOMEDCT_US,94514000,Secondary malignant neoplasm of renal pelvis (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94514000
Malignant tumor,SNOMEDCT_US,94515004,Secondary malignant neoplasm of respiratory tract (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94515004
Malignant tumor,SNOMEDCT_US,94516003,Secondary malignant neoplasm of retina (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94516003
Malignant tumor,SNOMEDCT_US,94517007,Secondary malignant neoplasm of retrocecal tissue (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94517007
Malignant tumor,SNOMEDCT_US,94518002,Secondary malignant neoplasm of retromolar area (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94518002
Malignant tumor,SNOMEDCT_US,94519005,Secondary malignant neoplasm of retroperitoneal lymph nodes (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94519005
Malignant tumor,SNOMEDCT_US,94520004,Secondary malignant neoplasm of retropharyngeal lymph nodes (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94520004
Malignant tumor,SNOMEDCT_US,94521000,Secondary malignant neoplasm of rib (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94521000
Malignant tumor,SNOMEDCT_US,94522007,Secondary malignant neoplasm of right lower lobe of lung (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94522007
Malignant tumor,SNOMEDCT_US,94523002,Secondary malignant neoplasm of right middle lobe of lung (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94523002
Malignant tumor,SNOMEDCT_US,94524008,Secondary malignant neoplasm of right upper lobe of lung (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94524008
Malignant tumor,SNOMEDCT_US,94525009,Secondary malignant neoplasm of round ligament of uterus (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94525009
Malignant tumor,SNOMEDCT_US,94526005,Secondary malignant neoplasm of sacrococcygeal region (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94526005
Malignant tumor,SNOMEDCT_US,94527001,Secondary malignant neoplasm of sacrum (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94527001
Malignant tumor,SNOMEDCT_US,94528006,Secondary malignant neoplasm of scalene lymph nodes (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94528006
Malignant tumor,SNOMEDCT_US,94529003,Secondary malignant neoplasm of scapula (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94529003
Malignant tumor,SNOMEDCT_US,94530008,Secondary malignant neoplasm of sclera (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94530008
Malignant tumor,SNOMEDCT_US,94531007,Secondary malignant neoplasm of scrotum (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94531007
Malignant tumor,SNOMEDCT_US,94532000,Secondary malignant neoplasm of sebaceous gland (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94532000
Malignant tumor,SNOMEDCT_US,94533005,Secondary malignant neoplasm of second cuneiform bone of foot (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94533005
Malignant tumor,SNOMEDCT_US,94534004,Secondary malignant neoplasm of septum of nose (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94534004
Malignant tumor,SNOMEDCT_US,94535003,Secondary malignant neoplasm of short bone of lower limb (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94535003
Malignant tumor,SNOMEDCT_US,94536002,Secondary malignant neoplasm of short bone of upper limb (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94536002
Malignant tumor,SNOMEDCT_US,94537006,Secondary malignant neoplasm of shoulder (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94537006
Malignant tumor,SNOMEDCT_US,94538001,Secondary malignant neoplasm of sigmoid colon (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94538001
Malignant tumor,SNOMEDCT_US,94539009,Secondary malignant neoplasm of skin of abdomen (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94539009
Malignant tumor,SNOMEDCT_US,94540006,Secondary malignant neoplasm of skin of ankle (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94540006
Malignant tumor,SNOMEDCT_US,94542003,Secondary malignant neoplasm of skin of axilla (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94542003
Malignant tumor,SNOMEDCT_US,94543008,Secondary malignant neoplasm of skin of back (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94543008
Malignant tumor,SNOMEDCT_US,94544002,Secondary malignant neoplasm of skin of breast (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94544002
Malignant tumor,SNOMEDCT_US,94545001,Secondary malignant neoplasm of skin of buttock (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94545001
Malignant tumor,SNOMEDCT_US,94546000,Secondary malignant neoplasm of skin of cheek (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94546000
Malignant tumor,SNOMEDCT_US,94547009,Secondary malignant neoplasm of skin of chest (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94547009
Malignant tumor,SNOMEDCT_US,94548004,Secondary malignant neoplasm of skin of chin (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94548004
Malignant tumor,SNOMEDCT_US,94549007,Secondary malignant neoplasm of skin of ear (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94549007
Malignant tumor,SNOMEDCT_US,94550007,Secondary malignant neoplasm of skin of elbow (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94550007
Malignant tumor,SNOMEDCT_US,94551006,Secondary malignant neoplasm of skin of external auditory canal (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94551006
Malignant tumor,SNOMEDCT_US,94552004,Secondary malignant neoplasm of skin of eyebrow (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94552004
Malignant tumor,SNOMEDCT_US,94553009,Secondary malignant neoplasm of skin of eyelid (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94553009
Malignant tumor,SNOMEDCT_US,94554003,Secondary malignant neoplasm of skin of face (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94554003
Malignant tumor,SNOMEDCT_US,94555002,Secondary malignant neoplasm of skin of finger (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94555002
Malignant tumor,SNOMEDCT_US,94556001,Secondary malignant neoplasm of skin of foot (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94556001
Malignant tumor,SNOMEDCT_US,94557005,Secondary malignant neoplasm of skin of forearm (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94557005
Malignant tumor,SNOMEDCT_US,94558000,Secondary malignant neoplasm of skin of forehead (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94558000
Malignant tumor,SNOMEDCT_US,94559008,Secondary malignant neoplasm of skin of groin (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94559008
Malignant tumor,SNOMEDCT_US,94560003,Secondary malignant neoplasm of skin of hand (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94560003
Malignant tumor,SNOMEDCT_US,94561004,Secondary malignant neoplasm of skin of hip (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94561004
Malignant tumor,SNOMEDCT_US,94562006,Secondary malignant neoplasm of skin of knee (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94562006
Malignant tumor,SNOMEDCT_US,94564007,Secondary malignant neoplasm of skin of lip (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94564007
Malignant tumor,SNOMEDCT_US,94565008,Secondary malignant neoplasm of skin of lower limb (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94565008
Malignant tumor,SNOMEDCT_US,94566009,Secondary malignant neoplasm of skin of neck (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94566009
Malignant tumor,SNOMEDCT_US,94567000,Secondary malignant neoplasm of skin of nose (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94567000
Malignant tumor,SNOMEDCT_US,94568005,Secondary malignant neoplasm of skin of perineum (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94568005
Malignant tumor,SNOMEDCT_US,94569002,Secondary malignant neoplasm of skin of popliteal area (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94569002
Malignant tumor,SNOMEDCT_US,94570001,Secondary malignant neoplasm of skin of scalp (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94570001
Malignant tumor,SNOMEDCT_US,94571002,Secondary malignant neoplasm of skin of shoulder (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94571002
Malignant tumor,SNOMEDCT_US,94572009,Secondary malignant neoplasm of skin of temporal region (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94572009
Malignant tumor,SNOMEDCT_US,94573004,Secondary malignant neoplasm of skin of thigh (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94573004
Malignant tumor,SNOMEDCT_US,94574005,Secondary malignant neoplasm of skin of toe (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94574005
Malignant tumor,SNOMEDCT_US,94575006,Secondary malignant neoplasm of skin of trunk (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94575006
Malignant tumor,SNOMEDCT_US,94576007,Secondary malignant neoplasm of skin of umbilicus (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94576007
Malignant tumor,SNOMEDCT_US,94577003,Secondary malignant neoplasm of skin of upper limb (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94577003
Malignant tumor,SNOMEDCT_US,94578008,Secondary malignant neoplasm of skin of wrist (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94578008
Malignant tumor,SNOMEDCT_US,94579000,Secondary malignant neoplasm of skin (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94579000
Malignant tumor,SNOMEDCT_US,94580002,Secondary malignant neoplasm of small intestine (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94580002
Malignant tumor,SNOMEDCT_US,94581003,Secondary malignant neoplasm of soft palate (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94581003
Malignant tumor,SNOMEDCT_US,94582005,Secondary malignant neoplasm of soft tissues of abdomen (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94582005
Malignant tumor,SNOMEDCT_US,94583000,Secondary malignant neoplasm of soft tissues of axilla (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94583000
Malignant tumor,SNOMEDCT_US,94584006,Secondary malignant neoplasm of soft tissues of buttock (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94584006
Malignant tumor,SNOMEDCT_US,94585007,Secondary malignant neoplasm of soft tissues of face (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94585007
Malignant tumor,SNOMEDCT_US,94586008,Secondary malignant neoplasm of soft tissues of head (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94586008
Malignant tumor,SNOMEDCT_US,94587004,Secondary malignant neoplasm of soft tissues of hip (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94587004
Malignant tumor,SNOMEDCT_US,94588009,Secondary malignant neoplasm of soft tissues of inguinal region (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94588009
Malignant tumor,SNOMEDCT_US,94589001,Secondary malignant neoplasm of soft tissues of lower limb (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94589001
Malignant tumor,SNOMEDCT_US,94590005,Secondary malignant neoplasm of soft tissues of neck (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94590005
Malignant tumor,SNOMEDCT_US,94591009,Secondary malignant neoplasm of soft tissues of pelvis (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94591009
Malignant tumor,SNOMEDCT_US,94592002,Secondary malignant neoplasm of soft tissues of perineum (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94592002
Malignant tumor,SNOMEDCT_US,94593007,Secondary malignant neoplasm of soft tissues of shoulder (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94593007
Malignant tumor,SNOMEDCT_US,94594001,Secondary malignant neoplasm of soft tissues of thorax (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94594001
Malignant tumor,SNOMEDCT_US,94595000,Secondary malignant neoplasm of soft tissues of trunk (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94595000
Malignant tumor,SNOMEDCT_US,94596004,Secondary malignant neoplasm of soft tissues of upper limb (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94596004
Malignant tumor,SNOMEDCT_US,94597008,Secondary malignant neoplasm of spermatic cord (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94597008
Malignant tumor,SNOMEDCT_US,94598003,Secondary malignant neoplasm of sphenoid bone (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94598003
Malignant tumor,SNOMEDCT_US,94599006,Secondary malignant neoplasm of sphenoidal sinus (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94599006
Malignant tumor,SNOMEDCT_US,94600009,Secondary malignant neoplasm of spinal cord (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94600009
Malignant tumor,SNOMEDCT_US,94601008,Secondary malignant neoplasm of spinal meninges (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94601008
Malignant tumor,SNOMEDCT_US,94602001,Secondary malignant neoplasm of vertebral column (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94602001
Malignant tumor,SNOMEDCT_US,94603006,Secondary malignant neoplasm of spleen (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94603006
Malignant tumor,SNOMEDCT_US,94604000,Secondary malignant neoplasm of splenic flexure of colon (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94604000
Malignant tumor,SNOMEDCT_US,94605004,Secondary malignant neoplasm of sternum (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94605004
Malignant tumor,SNOMEDCT_US,94606003,Secondary malignant neoplasm of stomach (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94606003
Malignant tumor,SNOMEDCT_US,94607007,Secondary malignant neoplasm of subglottis (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94607007
Malignant tumor,SNOMEDCT_US,94608002,Secondary malignant neoplasm of sublingual gland (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94608002
Malignant tumor,SNOMEDCT_US,94609005,Secondary malignant neoplasm of submandibular lymph nodes (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94609005
Malignant tumor,SNOMEDCT_US,94610000,Secondary malignant neoplasm of submaxillary gland (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94610000
Malignant tumor,SNOMEDCT_US,94611001,Secondary malignant neoplasm of submental lymph nodes (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94611001
Malignant tumor,SNOMEDCT_US,94612008,Secondary malignant neoplasm of superficial inguinal lymph nodes (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94612008
Malignant tumor,SNOMEDCT_US,94613003,Secondary malignant neoplasm of superior wall of nasopharynx (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94613003
Malignant tumor,SNOMEDCT_US,94614009,Secondary malignant neoplasm of supraclavicular lymph nodes (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94614009
Malignant tumor,SNOMEDCT_US,94615005,Secondary malignant neoplasm of supraclavicular region (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94615005
Malignant tumor,SNOMEDCT_US,94616006,Secondary malignant neoplasm of supraglottis (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94616006
Malignant tumor,SNOMEDCT_US,94617002,Secondary malignant neoplasm of sweat gland (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94617002
Malignant tumor,SNOMEDCT_US,94618007,Secondary malignant neoplasm of tail of pancreas (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94618007
Malignant tumor,SNOMEDCT_US,94619004,Secondary malignant neoplasm of talus (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94619004
Malignant tumor,SNOMEDCT_US,94620005,Secondary malignant neoplasm of tarsal bone (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94620005
Malignant tumor,SNOMEDCT_US,94621009,Secondary malignant neoplasm of temporal bone (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94621009
Malignant tumor,SNOMEDCT_US,94622002,Secondary malignant neoplasm of temporal lobe (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94622002
Malignant tumor,SNOMEDCT_US,94623007,Secondary malignant neoplasm of testis (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94623007
Malignant tumor,SNOMEDCT_US,94624001,Secondary malignant neoplasm of the mesentery (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94624001
Malignant tumor,SNOMEDCT_US,94625000,Secondary malignant neoplasm of the mesocolon (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94625000
Malignant tumor,SNOMEDCT_US,94626004,Secondary malignant neoplasm of omentum (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94626004
Malignant tumor,SNOMEDCT_US,94627008,Secondary malignant neoplasm of peritoneum (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94627008
Malignant tumor,SNOMEDCT_US,94628003,Secondary malignant neoplasm of retroperitoneum (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94628003
Malignant tumor,SNOMEDCT_US,94629006,Secondary malignant neoplasm of thigh (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94629006
Malignant tumor,SNOMEDCT_US,94630001,Secondary malignant neoplasm of third cuneiform bone of foot (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94630001
Malignant tumor,SNOMEDCT_US,94631002,Secondary malignant neoplasm of thoracic esophagus (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94631002
Malignant tumor,SNOMEDCT_US,94632009,Secondary malignant neoplasm of thymus (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94632009
Malignant tumor,SNOMEDCT_US,94633004,Secondary malignant neoplasm of thyroglossal duct (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94633004
Malignant tumor,SNOMEDCT_US,94634005,Secondary malignant neoplasm of thyroid gland (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94634005
Malignant tumor,SNOMEDCT_US,94635006,Secondary malignant neoplasm of tibia (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94635006
Malignant tumor,SNOMEDCT_US,94636007,Secondary malignant neoplasm of tibial lymph nodes (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94636007
Malignant tumor,SNOMEDCT_US,94637003,Secondary malignant neoplasm of tip and lateral border of tongue (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94637003
Malignant tumor,SNOMEDCT_US,94638008,Secondary malignant neoplasm of tongue (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94638008
Malignant tumor,SNOMEDCT_US,94639000,Secondary malignant neoplasm of tonsillar fossa (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94639000
Malignant tumor,SNOMEDCT_US,94640003,Secondary malignant neoplasm of tonsillar pillar (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94640003
Malignant tumor,SNOMEDCT_US,94641004,Secondary malignant neoplasm of trachea (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94641004
Malignant tumor,SNOMEDCT_US,94642006,Secondary malignant neoplasm of tracheobronchial lymph nodes (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94642006
Malignant tumor,SNOMEDCT_US,94643001,Secondary malignant neoplasm of transverse colon (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94643001
Malignant tumor,SNOMEDCT_US,94644007,Secondary malignant neoplasm of trapezium (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94644007
Malignant tumor,SNOMEDCT_US,94645008,Secondary malignant neoplasm of trapezoid bone (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94645008
Malignant tumor,SNOMEDCT_US,94646009,Secondary malignant neoplasm of trigeminal nerve (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94646009
Malignant tumor,SNOMEDCT_US,94647000,Secondary malignant neoplasm of trigone of urinary bladder (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94647000
Malignant tumor,SNOMEDCT_US,94648005,Secondary malignant neoplasm of trochlear nerve (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94648005
Malignant tumor,SNOMEDCT_US,94649002,Secondary malignant neoplasm of trunk (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94649002
Malignant tumor,SNOMEDCT_US,94650002,Secondary malignant neoplasm of ulna (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94650002
Malignant tumor,SNOMEDCT_US,94651003,Secondary malignant neoplasm of undescended testis (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94651003
Malignant tumor,SNOMEDCT_US,94652005,Secondary malignant neoplasm of upper gum (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94652005
Malignant tumor,SNOMEDCT_US,94653000,Secondary malignant neoplasm of upper inner quadrant of female breast (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94653000
Malignant tumor,SNOMEDCT_US,94654006,Secondary malignant neoplasm of upper limb (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94654006
Malignant tumor,SNOMEDCT_US,94655007,Secondary malignant neoplasm of upper outer quadrant of female breast (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94655007
Malignant tumor,SNOMEDCT_US,94656008,Secondary malignant neoplasm of upper respiratory tract (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94656008
Malignant tumor,SNOMEDCT_US,94657004,Secondary malignant neoplasm of upper third of esophagus (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94657004
Malignant tumor,SNOMEDCT_US,94658009,Secondary malignant neoplasm of urachus (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94658009
Malignant tumor,SNOMEDCT_US,94659001,Secondary malignant neoplasm of ureter (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94659001
Malignant tumor,SNOMEDCT_US,94660006,Secondary malignant neoplasm of ureteric orifice of urinary bladder (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94660006
Malignant tumor,SNOMEDCT_US,94661005,Secondary malignant neoplasm of urethra (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94661005
Malignant tumor,SNOMEDCT_US,94662003,Secondary malignant neoplasm of urinary bladder neck (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94662003
Malignant tumor,SNOMEDCT_US,94663008,Secondary malignant neoplasm of urinary system (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94663008
Malignant tumor,SNOMEDCT_US,94664002,Secondary malignant neoplasm of uterine adnexa (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94664002
Malignant tumor,SNOMEDCT_US,94665001,Secondary malignant neoplasm of uterus (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94665001
Malignant tumor,SNOMEDCT_US,94666000,Secondary malignant neoplasm of uveal tract (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94666000
Malignant tumor,SNOMEDCT_US,94667009,Secondary malignant neoplasm of uvula (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94667009
Malignant tumor,SNOMEDCT_US,94668004,Secondary malignant neoplasm of vagina (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94668004
Malignant tumor,SNOMEDCT_US,94669007,Secondary malignant neoplasm of vagus nerve (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94669007
Malignant tumor,SNOMEDCT_US,94670008,Secondary malignant neoplasm of vallecula (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94670008
Malignant tumor,SNOMEDCT_US,94671007,Secondary malignant neoplasm of vas deferens (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94671007
Malignant tumor,SNOMEDCT_US,94672000,Secondary malignant neoplasm of ventral surface of tongue (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94672000
Malignant tumor,SNOMEDCT_US,94673005,Secondary malignant neoplasm of vermilion border of lip (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94673005
Malignant tumor,SNOMEDCT_US,94674004,Secondary malignant neoplasm of vermilion border of lower lip (disorder),"","",possible,Onc,MALIGNANTTUMOR,CH,94674004
